latitude,longitude,,,
42.3163852,-71.0662168,,,
42.2749929,-71.1147797,,,
42.3101878,-71.1153748,,,
42.38689,-71.0068,,,
42.3376791,-71.0868691,,,
42.3462517,-71.082812,,,
42.35333,-71.13299,,,
N/A,N/A,,,
42.345918,-71.0845822,,,
42.3443819,-71.0999346,,,
42.3438223,-71.045382,,,
42.3309054,-71.093373,,,
42.3141918,-71.1035189,,,
42.311379,-71.1146695,,,
42.33754,-71.08406,,,
42.32707,-71.06681,,,
42.25723,-71.12269,,,
42.3711,-71.03706,,,
42.2960539,-71.0872293,,,
42.3535217,-71.0461291,,,
42.3508,-71.06052,,,
42.32958,-71.05631,,,
42.3511522,-71.0453487,,,
42.35003,-71.08169,,,
42.33538,-71.03969,,,
42.3497,-71.08921,,,
42.3511522,-71.0453487,,,
42.3489249,-71.1427304,,,
42.3499338,-71.060109,,,
42.30008,-71.05995,,,
42.38129,-71.061549,,,
42.30565,-71.06739,,,
42.2996647,-71.0587894,,,
42.2996647,-71.0587894,,,
42.3507118,-71.0606332,,,
42.34665,-71.08772,,,
42.3535217,-71.0461291,,,
42.3513782,-71.0657294,,,
42.353624,-71.132412,,,
42.354049,-71.055925,,,
42.2874676,-71.1498128,,,
42.3450971,-71.0619564,,,
42.3389404,-71.0739427,,,
42.27236,-71.06824,,,
42.3768553,-71.0657621,,,
42.3646518,-71.0533962,,,
42.3336268,-71.0814491,,,
42.33903,-71.08043,,,
42.3522756,-71.0437809,,,
42.36522,-71.05526,,,
42.371194,-71.0439502,,,
42.3523168,-71.0473035,,,
42.37842,-71.03194,,,
42.268453,-71.0941313,,,
42.3420627,-71.0756851,,,
42.353633,-71.057366,,,
42.3741414,-71.0400583,,,
N/A,N/A,,,
42.31797,-71.06662,,,
42.33541,-71.03562,,,
42.35115,-71.06025,,,
42.353848,-71.058561,,,
42.3575081,-71.0558484,,,
42.3511522,-71.0453487,,,
42.348624,-71.075972,,,
42.3402801,-71.1664874,,,
42.3573,-71.05744,,,
42.349137,-71.084995,,,
42.3446423,-71.0969397,,,
42.3472482,-71.0788696,,,
42.29169,-71.04686,,,
42.3511522,-71.0453487,,,
42.345157,-71.0633502,,,
42.34242,-71.09657,,,
42.3320451,-71.0737262,,,
42.28806,-71.0769,,,
42.35081,-71.06163,,,
42.34626,-71.0828,,,
42.288828,-71.0714427,,,
42.34914,-71.08335,,,
42.2822144,-71.0558444,,,
42.35317,-71.13174,,,
42.3452045,-71.0633033,,,
42.35238,-71.12258,,,
42.3673332,-71.0388131,,,
42.339398,-71.165126,,,
42.33942,-71.15852,,,
42.2862991,-71.1520069,,,
42.34995,-71.05033,,,
42.34846,-71.08534,,,
42.344946,-71.10057,,,
42.35091,-71.06207,,,
42.366083,-71.055108,,,
42.32863,-71.08105,,,
N/A,N/A,,,
42.3321444,-71.0995111,,,
42.334685,-71.029056,,,
42.3512493,-71.0606805,,,
42.35017,-71.05127,,,
42.354662,-71.0616847,,,
42.3435925,-71.0446669,,,
42.27299,-71.06805,,,
42.29983,-71.07452,,,
42.28895,-71.13389,,,
42.3857,-71.00882,,,
42.35763,-71.05872,,,
42.2854119,-71.128978,,,
42.3640385,-71.0540089,,,
42.3504655,-71.1680808,,,
42.35031,-71.0571,,,
42.27724,-71.17261,,,
42.3511128,-71.0627967,,,
42.3340965,-71.105481,,,
N/A,N/A,,,
42.3629045,-71.0549998,,,
42.330417,-71.0667091,,,
42.35701,-71.05761,,,
42.2834193,-71.0893677,,,
42.3495738,-71.1056582,,,
42.34971,-71.08124,,,
42.360951,-71.06816,,,
42.3587509,-71.0561996,,,
42.27984,-71.0926,,,
42.3554182,-71.0599055,,,
42.36503,-71.05348,,,
N/A,N/A,,,
42.35582,-71.0604,,,
42.3364874,-71.0891741,,,
42.34982,-71.13342,,,
42.36216,-71.05749,,,
42.350482,-71.1315737,,,
42.34887,-71.152162,,,
42.379379,-71.027994,,,
42.2857778,-71.0912506,,,
42.3002563,-71.1131001,,,
42.350918,-71.131529,,,
42.2834198,-71.0555186,,,
42.35811,-71.05456,,,
42.3350758,-71.0357423,,,
42.378266,-71.0608887,,,
42.3514382,-71.062544,,,
42.348677,-71.085094,,,
42.3486118,-71.0744381,,,
42.27339,-71.06795,,,
42.3476692,-71.105948,,,
42.3688045,-71.0364753,,,
42.375123,-71.038568,,,
42.35744,-71.05316,,,
42.28738,-71.1492,,,
42.3436189,-71.1001401,,,
42.3432579,-71.0725098,,,
42.3442395,-71.0311336,,,
42.33818,-71.10648,,,
42.32864,-71.07901,,,
42.3394393,-71.0514365,,,
42.31848,-71.05047,,,
42.3284129,-71.0819532,,,
42.35152,-71.05806,,,
42.3389873,-71.1076943,,,
42.35268,-71.12333,,,
42.3436253,-71.0626593,,,
42.3447806,-71.099855,,,
42.2667972,-71.1685721,,,
42.35582,-71.0604,,,
42.3389873,-71.1076943,,,
42.3624364,-71.1389233,,,
42.3517493,-71.0631786,,,
42.292509,-71.1175194,,,
42.3301403,-71.0836624,,,
42.3383194,-71.070697,,,
42.3899163,-71.0123533,,,
42.36216,-71.05749,,,
42.36216,-71.05749,,,
42.25975,-71.15842,,,
42.25975,-71.15842,,,
42.3566883,-71.0586903,,,
42.36216,-71.05749,,,
42.36216,-71.05749,,,
42.36216,-71.05749,,,
42.35449,-71.05422,,,
42.3356587,-71.0744486,,,
42.36216,-71.05749,,,
42.2737826,-71.0678502,,,
42.3156782,-71.065941,,,
42.35199,-71.06439,,,
42.3485409,-71.079243,,,
42.34442,-71.09961,,,
42.27806,-71.09314,,,
42.3442668,-71.0998863,,,
42.25553,-71.1211114,,,
42.36216,-71.05749,,,
42.379657,-71.027741,,,
42.375018,-71.03818,,,
42.2842086,-71.0644731,,,
42.2962183,-71.0871802,,,
42.3451516,-71.0628322,,,
42.3444827,-71.0438809,,,
42.3041017,-71.114452,,,
42.348499,-71.096327,,,
42.3557959,-71.0584513,,,
42.2557895,-71.1229897,,,
42.2986072,-71.0604207,,,
42.3406664,-71.1515204,,,
42.3568917,-71.0579589,,,
42.31478,-71.05699,,,
42.3508502,-71.0618372,,,
42.367147,-71.036154,,,
42.3440089,-71.0987841,,,
N/A,N/A,,,
42.337071,-71.076601,,,
42.3531076,-71.0586809,,,
42.34363,-71.07176,,,
42.33135,-71.03707,,,
42.258893,-71.12378,,,
42.2835405,-71.1566163,,,
42.3517128,-71.0625338,,,
42.37721,-71.06636,,,
42.351317,-71.131249,,,
42.369908,-71.037913,,,
42.31909,-71.11164,,,
42.3472968,-71.0814575,,,
42.34099,-71.08164,,,
42.2875151,-71.1505587,,,
42.3614171,-71.0660187,,,
42.3492189,-71.152853,,,
N/A,N/A,,,
42.32405,-71.05704,,,
42.2871964,-71.1292411,,,
42.3585973,-71.0595819,,,
42.37861,-71.02936,,,
42.35225,-71.132078,,,
42.35001,-71.04099,,,
42.3378,-71.04983,,,
42.3769844,-71.0335728,,,
42.28974,-71.06296,,,
42.2920722,-71.0715212,,,
42.3044007,-71.0589612,,,
42.281873,-71.071408,,,
42.2556937,-71.1208001,,,
42.3456679,-71.0691999,,,
42.35111,-71.0502,,,
42.2857567,-71.1553964,,,
42.3795751,-71.0299092,,,
42.3393606,-71.0514245,,,
42.3617823,-71.0567639,,,
42.3151122,-71.0986399,,,
42.2615986,-71.1573304,,,
42.34046,-71.0868966,,,
42.33542,-71.037,,,
42.34325,-71.14237,,,
42.35206,-71.1321107,,,
42.3548,-71.07386,,,
42.35094,-71.09,,,
42.35117,-71.06359,,,
42.3487,-71.085019,,,
42.35873,-71.06799,,,
42.3603,-71.06469,,,
42.3350758,-71.0357423,,,
42.34897,-71.08554,,,
42.3441535,-71.1432708,,,
42.350729,-71.076088,,,
42.2875151,-71.1505587,,,
42.35107,-71.0616,,,
42.35871,-71.156,,,
42.32007,-71.05693,,,
42.3610665,-71.0631838,,,
42.2885703,-71.1343176,,,
42.3441213,-71.0441636,,,
42.29388,-71.04627,,,
42.3337934,-71.1051389,,,
42.35291,-71.13293,,,
42.30835,-71.08361,,,
42.3657,-71.02905,,,
42.35582,-71.0604,,,
42.336591,-71.148876,,,
42.3357677,-71.1499526,,,
42.3514976,-71.1313799,,,
42.3408717,-71.0884762,,,
42.3451516,-71.0628322,,,
42.34968,-71.08305,,,
42.3451516,-71.0628322,,,
42.364494,-71.061192,,,
42.3523949,-71.1288109,,,
42.35667,-71.06038,,,
42.30042,-71.11292,,,
42.33733,-71.08439,,,
42.379379,-71.027994,,,
42.35768,-71.05965,,,
42.3337119,-71.1053687,,,
42.2558737,-71.124981,,,
N/A,N/A,,,
N/A,N/A,,,
42.349755,-71.082793,,,
42.3358648,-71.0742038,,,
42.35726,-71.05458,,,
42.364746,-71.060129,,,
42.3377335,-71.0963528,,,
42.3188845,-71.0422769,,,
42.3444827,-71.0438809,,,
42.3667714,-71.1189861,,,
42.3510288,-71.0604305,,,
42.280686,-71.082955,,,
42.3505181,-71.0599527,,,
42.2935732,-71.0478781,,,
42.3492481,-71.0612086,,,
42.30036,-71.11297,,,
42.3451516,-71.0628322,,,
42.28611,-71.13703,,,
42.3552947,-71.0629933,,,
42.336599,-71.085748,,,
42.3550926,-71.149576,,,
42.35273,-71.07335,,,
42.3464,-71.08902,,,
42.2926884,-71.0472018,,,
42.3464,-71.07093,,,
42.34586,-71.07985,,,
42.3304463,-71.0820308,,,
42.29505,-71.04695,,,
42.34224,-71.08468,,,
42.37861,-71.02936,,,
42.34222,-71.08014,,,
42.3126097,-71.0896798,,,
42.342794,-71.066726,,,
42.3469571,-71.0879571,,,
42.33293,-71.1017,,,
42.3535217,-71.0461291,,,
42.3484587,-71.1340894,,,
42.35477,-71.07395,,,
42.3518242,-71.1242355,,,
42.3478783,-71.1497199,,,
42.3846,-71.00029,,,
42.3596503,-71.0559497,,,
42.351221,-71.16835,,,
42.29933,-71.06479,,,
42.35425,-71.13765,,,
42.2695797,-71.1485166,,,
42.2787037,-71.1189425,,,
42.2859019,-71.1451104,,,
42.2995898,-71.0604963,,,
42.3417738,-71.1428926,,,
42.3417738,-71.1428926,,,
42.3417738,-71.1428926,,,
42.341645,-71.1435286,,,
42.3439,-71.02251,,,
42.3500093,-71.0835248,,,
42.34709,-71.10447,,,
42.3505,-71.08833,,,
42.3466825,-71.0871801,,,
42.349945,-71.08371,,,
42.35049,-71.090098,,,
42.34362,-71.08973,,,
42.350466,-71.090168,,,
42.35257,-71.07731,,,
42.38026,-71.03954,,,
42.3538,-71.13733,,,
42.3553596,-71.0740766,,,
42.3555035,-71.0735058,,,
42.3554249,-71.0737555,,,
42.34724,-71.10393,,,
42.34259,-71.0727,,,
42.347065,-71.085643,,,
42.3235649,-71.1078247,,,
42.35162,-71.08572,,,
42.36037,-71.06468,,,
42.3529015,-71.1327517,,,
42.372016,-71.038803,,,
N/A,N/A,,,
42.3672448,-71.120484,,,
42.3678213,-71.1232609,,,
42.3670729,-71.1219055,,,
42.33864,-71.10719,,,
42.3674545,-71.1215848,,,
42.3675739,-71.123842,,,
42.3672791,-71.1195039,,,
42.3672954,-71.1231595,,,
42.3670429,-71.1211286,,,
42.3496431,-71.063515,,,
42.24166,-71.14034,,,
42.355186,-71.062967,,,
N/A,N/A,,,
42.33822,-71.08437,,,
42.33607,-71.07498,,,
42.3389486,-71.0739218,,,
42.34185,-71.09126,,,
42.3359268,-71.1067475,,,
42.34211,-71.09116,,,
42.33985,-71.09088,,,
42.34304,-71.09041,,,
42.34285,-71.09047,,,
42.341553,-71.091039,,,
42.34794,-71.10596,,,
42.34794,-71.10596,,,
42.34794,-71.10596,,,
42.34794,-71.10596,,,
42.3479357,-71.1062054,,,
42.35019,-71.09541,,,
42.35034,-71.10271,,,
42.3534335,-71.1207163,,,
42.3497088,-71.094509,,,
42.35027,-71.09649,,,
42.35027,-71.09658,,,
42.350281,-71.096662,,,
42.34985,-71.09697,,,
42.35033,-71.097,,,
42.34985,-71.09706,,,
42.3500475,-71.0998102,,,
42.35056,-71.10047,,,
42.35058,-71.10066,,,
42.35015,-71.10082,,,
42.35057,-71.10075,,,
42.350155,-71.100891,,,
42.350579,-71.100838,,,
42.35016,-71.10097,,,
42.350586,-71.10092,,,
42.35017,-71.10103,,,
42.3369338,-71.092711,,,
42.352381,-71.115971,,,
42.3367615,-71.0867927,,,
42.3494665,-71.0984599,,,
42.3365622,-71.0918089,,,
42.35048,-71.0995,,,
42.3385818,-71.0923844,,,
42.34199,-71.09027,,,
42.34066,-71.08873,,,
42.3395858,-71.0914877,,,
42.34977,-71.10152,,,
42.3374621,-71.097772,,,
42.33704,-71.09646,,,
42.3375665,-71.0913276,,,
42.3531512,-71.1177666,,,
42.3365564,-71.0763155,,,
42.34957,-71.10598,,,
42.3638341,-71.0616064,,,
42.3528968,-71.1205124,,,
42.3529167,-71.1205208,,,
42.350606,-71.101163,,,
42.35063,-71.10141,,,
42.35023,-71.10156,,,
42.35064,-71.10149,,,
42.35064,-71.10157,,,
42.35065,-71.10165,,,
42.35025,-71.10181,,,
42.35026,-71.10189,,,
42.35027,-71.10197,,,
42.35028,-71.10205,,,
42.35029,-71.10214,,,
42.3503,-71.1023,,,
42.35031,-71.10238,,,
42.35072,-71.10243,,,
42.35032,-71.10255,,,
42.35072,-71.10251,,,
42.350331,-71.102632,,,
42.35073,-71.10259,,,
42.350856,-71.090283,,,
42.35036,-71.090536,,,
42.350341,-71.090611,,,
42.350322,-71.090687,,,
42.35019,-71.09107,,,
42.34711,-71.10611,,,
42.3471,-71.10623,,,
42.34706,-71.1064,,,
42.34702,-71.10655,,,
42.34938,-71.09392,,,
42.349379,-71.094013,,,
42.34936,-71.10402,,,
42.3469502,-71.1066876,,,
42.34731,-71.10694,,,
42.34954,-71.1054,,,
42.3496,-71.10623,,,
42.34962,-71.10644,,,
42.35226,-71.1214,,,
42.3477537,-71.103322,,,
42.3481211,-71.1051737,,,
42.3481847,-71.1053313,,,
42.3482188,-71.1055062,,,
42.34715,-71.10566,,,
42.34725,-71.10574,,,
42.34784,-71.10541,,,
42.35047,-71.09941,,,
42.3497843,-71.101644,,,
42.35042,-71.09864,,,
42.35029,-71.10222,,,
42.3479,-71.10483,,,
42.34752,-71.10621,,,
42.3475,-71.10629,,,
42.34803,-71.10557,,,
42.35025,-71.10172,,,
42.3374944,-71.0930496,,,
42.33769,-71.09228,,,
42.3276544,-71.0769553,,,
42.31295,-71.05357,,,
42.33236,-71.10938,,,
42.33573,-71.04495,,,
42.34147,-71.10661,,,
42.35161,-71.07755,,,
42.31664,-71.07163,,,
42.29716,-71.07474,,,
42.33833,-71.09338,,,
42.34181,-71.08813,,,
42.30868,-71.06376,,,
42.35018,-71.10112,,,
42.3506,-71.10108,,,
42.350192,-71.101201,,,
42.3507,-71.10218,,,
42.3507,-71.10226,,,
42.35032,-71.10246,,,
42.34986,-71.09714,,,
42.34994,-71.09834,,,
42.34994,-71.09842,,,
42.35041,-71.09854,,,
42.35049,-71.09967,,,
