latitude,longitude
42.3472482,-71.0788696
42.3472482,-71.0788696
42.3472482,-71.0788696
42.34144,-71.06673
42.3088,-71.0833383
42.3088,-71.0833383
42.3088,-71.0833383
42.32779,-71.07492
42.34144,-71.06673
42.34144,-71.06673
42.32779,-71.07492
42.32779,-71.07492
42.32779,-71.07492
42.32779,-71.07492
42.32779,-71.07492
42.32779,-71.07492
42.32779,-71.07492
42.32779,-71.07492
42.32779,-71.07492
42.32779,-71.07492
42.32779,-71.07492
42.32779,-71.07492
42.3470714,-71.0427243
42.3470714,-71.0427243
42.3470714,-71.0427243
42.3470714,-71.0427243
42.3470714,-71.0427243
42.3470714,-71.0427243
42.3470714,-71.0427243
42.3470714,-71.0427243
42.3470714,-71.0427243
42.3470714,-71.0427243
42.3470714,-71.0427243
42.3474305,-71.0774359
42.3533785,-71.0619794
42.3533785,-71.0619794
42.3474305,-71.0774359
N/A,N/A
42.3594172,-71.0511296
42.3594172,-71.0511296
N/A,N/A
42.3634087,-71.0256988
42.3634087,-71.0256988
42.3699042,-71.0194393
42.3699042,-71.0194393
N/A,N/A
N/A,N/A
N/A,N/A
N/A,N/A
42.3486365,-71.0377903
42.3486365,-71.0377903
42.3486365,-71.0377903
42.3486365,-71.0377903
42.34855,-71.07731
42.352636,-71.131291
42.352636,-71.131291
42.3608054,-71.0567864
42.3608054,-71.0567864
42.36466,-71.06143
42.3488299,-71.1512651
42.3488299,-71.1512651
42.3488299,-71.1512651
42.3488299,-71.1512651
42.3488299,-71.1512651
42.3488299,-71.1512651
42.3488299,-71.1512651
42.3488299,-71.1512651
42.35933,-71.05462
42.35933,-71.05462
42.3443511,-71.037681
42.3443511,-71.037681
42.3443511,-71.037681
42.3443511,-71.037681
42.3216552,-71.1103842
42.3216552,-71.1103842
42.3216552,-71.1103842
42.3253825,-71.062759
42.3253825,-71.062759
42.34081,-71.06744
42.34081,-71.06744
42.3469381,-71.0816893
42.3469381,-71.0816893
42.3870915,-71.0075801
42.3870915,-71.0075801
42.3645399,-71.0218174
42.3645399,-71.0218174
42.35087,-71.07863
42.35087,-71.07863
42.3401096,-71.0680531
42.3479441,-71.0410517
42.3479441,-71.0410517
42.3532155,-71.04541
42.3507079,-71.0699218
42.3507079,-71.0699218
42.3532155,-71.04541
42.3532155,-71.04541
42.3525749,-71.0421479
42.3525749,-71.0421479
42.3492828,-71.0706516
42.3492828,-71.0706516
42.35051,-71.16563
42.3476423,-71.0367795
42.3476423,-71.0367795
42.3476423,-71.0367795
42.3476423,-71.0367795
42.3400479,-71.0888916
N/A,N/A
N/A,N/A
42.3608885,-71.0567831
42.3608885,-71.0567831
42.3608885,-71.0567831
42.2856869,-71.1291797
42.2856869,-71.1291797
42.35184,-71.1243301
42.35184,-71.1243301
42.28323,-71.05596
42.28323,-71.05596
42.3532004,-71.1318398
42.3752704,-71.0544745
42.3752704,-71.0544745
42.3592596,-71.0589005
42.3592596,-71.0589005
42.3484985,-71.0962908
42.3484985,-71.0962908
42.3484985,-71.0962908
42.3484985,-71.0962908
42.3499131,-71.0694512
42.29912,-71.06032
42.29912,-71.06032
42.355913,-71.061959
42.355913,-71.061959
42.355913,-71.061959
42.35081,-71.07581
42.35081,-71.07581
42.3626773,-71.018635
42.3626773,-71.018635
42.345268,-71.096381
42.345268,-71.096381
42.345268,-71.096381
42.345268,-71.096381
42.345268,-71.096381
42.311633,-71.053318
42.311633,-71.053318
42.311633,-71.053318
42.38594,-71.00511
42.38594,-71.00511
N/A,N/A
N/A,N/A
42.3507431,-71.0612836
42.3513773,-71.0654816
42.3444827,-71.0438809
42.348681,-71.084102
42.3423841,-71.0567472
42.3423841,-71.0567472
42.3525749,-71.0421479
42.3525749,-71.0421479
42.3525749,-71.0421479
42.3509601,-71.0647751
42.3509601,-71.0647751
42.3509601,-71.0647751
42.3509601,-71.0647751
42.3538905,-71.0626645
42.3538905,-71.0626645
42.3517222,-71.046211
42.3517222,-71.046211
42.35927,-71.05643
42.35927,-71.05643
42.35927,-71.05643
42.35927,-71.05643
42.325375,-71.0615522
42.325375,-71.0615522
42.348617,-71.085334
42.3511128,-71.0627967
42.3516414,-71.0774514
42.3516414,-71.0774514
42.3516414,-71.0774514
42.3516414,-71.0774514
42.36466,-71.05536
42.36466,-71.05536
42.37218,-71.0364
42.3477083,-71.1058215
42.363393,-71.055805
42.363393,-71.055805
42.3626773,-71.018635
N/A,N/A
N/A,N/A
42.33538,-71.03969
42.361791,-71.056749
42.361791,-71.056749
42.361791,-71.056749
42.3576081,-71.0583832
42.3576081,-71.0583832
42.3576081,-71.0583832
42.2530385,-71.1250964
42.2530385,-71.1250964
42.34205,-71.08639
42.34205,-71.08639
N/A,N/A
N/A,N/A
42.3457472,-71.0867291
42.3457472,-71.0867291
N/A,N/A
42.3531087,-71.0472198
42.3531087,-71.0472198
42.3531087,-71.0472198
42.3531087,-71.0472198
42.35091,-71.07152
42.35091,-71.07152
42.35091,-71.07152
42.3531087,-71.0472198
42.3531087,-71.0472198
42.3531087,-71.0472198
42.3531087,-71.0472198
42.360208,-71.0507626
42.360208,-71.0507626
42.3340692,-71.1055292
42.3340692,-71.1055292
42.3340692,-71.1055292
42.3317534,-71.0986793
42.3317534,-71.0986793
42.3317534,-71.0986793
42.3317534,-71.0986793
42.3317534,-71.0986793
42.284619,-71.0457616
42.284619,-71.0457616
42.3118,-71.11453
42.3118,-71.11453
42.3543134,-71.0445871
42.2907,-71.06272
42.3543134,-71.0445871
42.3543134,-71.0445871
42.3645576,-71.0534391
42.3645576,-71.0534391
42.3645576,-71.0534391
42.3253761,-71.0628245
42.25547,-71.12393
42.25547,-71.12393
42.3501674,-71.0795884
42.3501674,-71.0795884
42.33542,-71.03786
42.3445415,-71.1027656
42.3445415,-71.1027656
42.3557428,-71.1479021
42.3557428,-71.1479021
42.2868713,-71.1302773
42.2868713,-71.1302773
42.2868713,-71.1302773
42.36486,-71.06185
42.36486,-71.06185
42.36486,-71.06185
42.36486,-71.06185
42.36486,-71.06185
42.36486,-71.06185
42.36486,-71.06185
42.3510288,-71.0604305
42.3699042,-71.0194476
42.379899,-71.026814
42.379899,-71.026814
42.379899,-71.026814
42.379899,-71.026814
42.379899,-71.026814
42.379899,-71.026814
42.379899,-71.026814
42.34491,-71.08179
42.34491,-71.08179
42.3656457,-71.0616551
42.3656457,-71.0616551
42.3656457,-71.0616551
42.3656457,-71.0616551
42.3656457,-71.0616551
42.3656457,-71.0616551
42.33513,-71.04595
42.33513,-71.04595
42.33513,-71.04595
42.33513,-71.04595
42.33513,-71.04595
42.33513,-71.04595
42.33513,-71.04595
N/A,N/A
N/A,N/A
42.35405,-71.05822
42.35405,-71.05822
42.371665,-71.042087
42.371665,-71.042087
42.371665,-71.042087
N/A,N/A
N/A,N/A
42.37299,-71.036155
42.37299,-71.036155
42.37299,-71.036155
42.37299,-71.036155
42.37299,-71.036155
42.37299,-71.036155
42.37299,-71.036155
42.3430269,-71.0570299
42.3430269,-71.0570299
42.3430269,-71.0570299
42.3626773,-71.018635
42.3626773,-71.018635
42.3699042,-71.0194393
42.3699042,-71.0194393
42.3575081,-71.0558484
42.3575081,-71.0558484
42.3575081,-71.0558484
42.3575081,-71.0558484
42.3575081,-71.0558484
42.3575081,-71.0558484
42.3575081,-71.0558484
42.3499406,-71.0474108
42.3499406,-71.0474108
42.3656457,-71.0616551
42.3656457,-71.0616551
42.3372384,-71.0836153
42.3372384,-71.0836153
42.3372384,-71.0836153
42.3372384,-71.0836153
42.3372384,-71.0836153
42.3372384,-71.0836153
42.3372384,-71.0836153
42.3372384,-71.0836153
42.349476,-71.095528
42.349476,-71.095528
42.349476,-71.095528
42.349476,-71.095528
42.349476,-71.095528
42.349476,-71.095528
42.32555,-71.07051
42.3431544,-71.1017783
42.3431544,-71.1017783
42.3522846,-71.0591208
42.3522846,-71.0591208
42.3257238,-71.0622262
42.3257238,-71.0622262
N/A,N/A
42.39443,-71.00029
42.39443,-71.00029
42.39443,-71.00029
42.39443,-71.00029
42.39443,-71.00029
42.39443,-71.00029
42.39443,-71.00029
42.352008,-71.042559
42.275785,-71.114144
42.275785,-71.114144
42.343679,-71.072625
42.343679,-71.072625
42.292116,-71.041027
N/A,N/A
N/A,N/A
42.292116,-71.041027
42.254144,-71.124084
42.292116,-71.041027
42.292116,-71.041027
N/A,N/A
42.3457736,-71.0840459
42.3457736,-71.0840459
42.3542833,-71.0586935
42.35161,-71.07284
42.3542275,-71.0456218
42.3542275,-71.0456218
42.3444627,-71.1028961
42.3444627,-71.1028961
42.3444627,-71.1028961
42.3444627,-71.1028961
42.3444627,-71.1028961
42.3444627,-71.1028961
42.3444627,-71.1028961
42.339341,-71.0806546
42.339341,-71.0806546
42.3215423,-71.0565899
42.3577103,-71.054141
42.3577103,-71.054141
42.3577103,-71.054141
42.3577103,-71.054141
42.3577103,-71.054141
42.3577103,-71.054141
42.3577103,-71.054141
42.3577103,-71.054141
42.3577103,-71.054141
42.34231,-71.06738
N/A,N/A
N/A,N/A
42.3530885,-71.1311598
42.3427266,-71.0565191
42.3529018,-71.1328405
42.3529018,-71.1328405
42.3457537,-71.0840115
42.3457537,-71.0840115
42.3457537,-71.0840115
42.3457537,-71.0840115
42.3457537,-71.0840115
42.3457537,-71.0840115
42.3457537,-71.0840115
42.3457537,-71.0840115
42.350728,-71.1309701
42.34716,-71.08251
42.3368894,-71.1515045
42.3368894,-71.1515045
42.34716,-71.08251
42.34716,-71.08251
42.3508,-71.06052
42.3524227,-71.1289291
42.3524227,-71.1289291
42.3508,-71.06052
42.3508,-71.06052
42.3433284,-71.1426503
42.3658172,-71.0594413
42.3658172,-71.0594413
42.3658172,-71.0594413
42.367093,-71.0360116
42.367093,-71.0360116
42.367093,-71.0360116
42.367093,-71.0360116
42.367093,-71.0360116
42.3406735,-71.1517305
42.3406735,-71.1517305
42.3763001,-71.0389595
42.3763001,-71.0389595
N/A,N/A
42.3645399,-71.0218174
42.3645399,-71.0218174
42.32725,-71.05944
42.32725,-71.05944
42.32725,-71.05944
42.36725,-71.05941
42.36725,-71.05941
42.3447972,-71.070981
42.36503,-71.05348
42.36503,-71.05348
42.36503,-71.05348
42.36503,-71.05348
42.3634087,-71.0256988
42.2867751,-71.1305266
42.2867751,-71.1305266
42.2867751,-71.1305266
42.2867751,-71.1305266
42.2867751,-71.1305266
42.2867751,-71.1305266
42.2867751,-71.1305266
42.2867751,-71.1305266
42.340294,-71.166405
42.340294,-71.166405
42.2867751,-71.1305266
42.3583413,-71.057107
42.3583413,-71.057107
42.29505,-71.04695
42.2926884,-71.0472018
42.2926884,-71.0472018
42.29505,-71.04695
42.33942,-71.05141
42.33942,-71.05141
42.360446,-71.070581
42.360446,-71.070581
42.351501,-71.0644862
42.351501,-71.0644862
42.351501,-71.0644862
42.351501,-71.0644862
42.351501,-71.0644862
42.3651415,-71.0610971
42.3651415,-71.0610971
42.3651415,-71.0610971
42.3651415,-71.0610971
42.360446,-71.070581
42.360446,-71.070581
42.360446,-71.070581
42.360446,-71.070581
42.360446,-71.070581
42.360446,-71.070581
42.360446,-71.070581
42.3661612,-71.0526407
42.3661612,-71.0526407
42.34989,-71.08208
42.34989,-71.08208
42.34989,-71.08208
42.34989,-71.08208
42.3336268,-71.0814491
42.3336268,-71.0814491
42.3578773,-71.0706145
42.34728,-71.07082
42.34728,-71.07082
42.34728,-71.07082
42.34728,-71.07082
42.34728,-71.07082
42.34728,-71.07082
42.34728,-71.07082
42.3432,-71.08656
42.3432,-71.08656
42.3432,-71.08656
42.3609785,-71.0646682
42.3609785,-71.0646682
42.3368679,-71.0487203
42.2864802,-71.1290084
42.2864802,-71.1290084
42.36666,-71.01643
42.3699042,-71.0194476
42.36486,-71.06185
42.36486,-71.06185
42.3252626,-71.0616638
42.3252626,-71.0616638
42.3252626,-71.0616638
42.3490493,-71.0761724
42.3490493,-71.0761724
42.3490493,-71.0761724
42.3490493,-71.0761724
42.3490493,-71.0761724
42.3490493,-71.0761724
42.3490493,-71.0761724
42.3490493,-71.0761724
42.3490493,-71.0761724
42.3490493,-71.0761724
N/A,N/A
N/A,N/A
N/A,N/A
N/A,N/A
N/A,N/A
N/A,N/A
N/A,N/A
42.3263993,-71.0605131
42.3263993,-71.0605131
42.3263993,-71.0605131
42.3490493,-71.0761724
42.3490493,-71.0761724
42.311379,-71.1146695
42.311379,-71.1146695
42.3634845,-71.0538473
42.351346,-71.064584
42.351346,-71.064584
42.351346,-71.064584
42.351346,-71.064584
42.351346,-71.064584
42.351346,-71.064584
42.351346,-71.064584
42.3448854,-71.0642243
42.3509142,-71.047406
42.3509142,-71.047406
42.3561748,-71.1428143
N/A,N/A
N/A,N/A
42.3634087,-71.0256988
42.3634087,-71.0256988
42.37825,-71.02954
42.3507438,-71.1090381
42.3507438,-71.1090381
42.3507438,-71.1090381
42.3507438,-71.1090381
42.3507438,-71.1090381
42.3507438,-71.1090381
42.3507438,-71.1090381
42.3507438,-71.1090381
42.3507438,-71.1090381
42.3507438,-71.1090381
42.3507438,-71.1090381
42.3507438,-71.1090381
42.3507438,-71.1090381
42.3507438,-71.1090381
42.35072,-71.07921
42.3511365,-71.063135
42.3351058,-71.1505438
42.3351058,-71.1505438
42.35283,-71.0716
42.35283,-71.0716
42.35283,-71.0716
42.35283,-71.0716
42.35283,-71.0716
42.35283,-71.0716
42.35283,-71.0716
42.36558,-71.05272
42.36558,-71.05272
42.36558,-71.05272
42.36558,-71.05272
42.33642,-71.07657
42.33642,-71.07657
42.352169,-71.047592
42.352169,-71.047592
42.352169,-71.047592
42.352169,-71.047592
42.352169,-71.047592
42.352169,-71.047592
42.352169,-71.047592
42.352169,-71.047592
42.352169,-71.047592
42.3670303,-71.0600861
42.3670303,-71.0600861
42.3670303,-71.0600861
42.30906,-71.10557
42.30906,-71.10557
42.3397501,-71.0823984
42.3397501,-71.0823984
42.3397501,-71.0823984
42.3397501,-71.0823984
42.3397501,-71.0823984
42.3397501,-71.0823984
42.3397501,-71.0823984
42.352008,-71.042559
42.3403556,-71.090383
42.3604727,-71.0554857
42.3653386,-71.0598524
42.3653386,-71.0598524
42.3653386,-71.0598524
42.3653386,-71.0598524
42.3653386,-71.0598524
42.3653386,-71.0598524
42.2860438,-71.1556681
42.2860438,-71.1556681
42.337824,-71.049671
42.337824,-71.049671
42.3637,-71.13638
42.3637,-71.13638
42.3637,-71.13638
42.3428809,-71.0453952
42.3428809,-71.0453952
42.3428809,-71.0453952
42.3428809,-71.0453952
42.3428809,-71.0453952
42.3428809,-71.0453952
42.3428809,-71.0453952
42.3428809,-71.0453952
42.3428809,-71.0453952
42.3481743,-71.0828743
42.3481743,-71.0828743
42.3438137,-71.1016997
42.3438137,-71.1016997
42.3470663,-71.0870309
42.3470663,-71.0870309
42.3470663,-71.0870309
42.3470663,-71.0870309
42.3470663,-71.0870309
42.3355727,-71.1500104
42.3355727,-71.1500104
42.3355727,-71.1500104
42.3355727,-71.1500104
42.3355727,-71.1500104
42.3355727,-71.1500104
42.3355727,-71.1500104
42.3141918,-71.1035189
42.3141918,-71.1035189
42.3141918,-71.1035189
42.3141918,-71.1035189
42.3141918,-71.1035189
42.3141918,-71.1035189
42.3141918,-71.1035189
42.3141918,-71.1035189
42.3141918,-71.1035189
42.3141918,-71.1035189
42.3520447,-71.0653282
42.3520447,-71.0653282
42.3520447,-71.0653282
42.3520447,-71.0653282
42.3636771,-71.1300384
42.355081,-71.062162
42.355081,-71.062162
42.355081,-71.062162
42.355081,-71.062162
42.355081,-71.062162
42.355081,-71.062162
42.355081,-71.062162
42.355081,-71.062162
42.355081,-71.062162
42.3442395,-71.0311336
42.27317,-71.06801
42.27317,-71.06801
42.27317,-71.06801
42.27317,-71.06801
42.27317,-71.06801
42.27317,-71.06801
42.27317,-71.06801
42.27317,-71.06801
42.27317,-71.06801
42.28597,-71.12914
42.344946,-71.10057
42.3553148,-71.0613521
42.3553148,-71.0613521
42.3553148,-71.0613521
42.3553148,-71.0613521
42.34612,-71.09929
42.34612,-71.09929
42.34612,-71.09929
42.34612,-71.09929
42.34612,-71.09929
42.34612,-71.09929
42.34612,-71.09929
42.2871964,-71.1292411
42.2871964,-71.1292411
42.34165,-71.0692806
42.34165,-71.0692806
42.32228,-71.10956
42.34679,-71.10573
42.382197,-71.07937
42.382197,-71.07937
42.382197,-71.07937
42.382197,-71.07937
42.382197,-71.07937
42.382197,-71.07937
42.382197,-71.07937
42.382197,-71.07937
42.382197,-71.07937
42.382197,-71.07937
42.3638661,-71.0591313
42.3638661,-71.0591313
42.35179,-71.07209
42.3638661,-71.0591313
42.3638661,-71.0591313
42.3638661,-71.0591313
42.3638661,-71.0591313
42.3014781,-71.0600567
42.3014781,-71.0600567
42.3450971,-71.0619564
42.3450971,-71.0619564
42.3450971,-71.0619564
42.3450971,-71.0619564
42.3450971,-71.0619564
42.3450971,-71.0619564
42.3450971,-71.0619564
42.37527,-71.06365
42.3389404,-71.0739427
42.3659381,-71.0632925
42.3659381,-71.0632925
42.3659381,-71.0632925
42.3301403,-71.0836624
42.3301403,-71.0836624
42.3253594,-71.0626997
42.3606281,-71.0566475
42.3606281,-71.0566475
42.3606281,-71.0566475
42.3606281,-71.0566475
42.3606281,-71.0566475
42.3606281,-71.0566475
42.3606281,-71.0566475
42.3489309,-71.1530989
42.3591005,-71.0543582
42.3591005,-71.0543582
42.3591005,-71.0543582
42.3591005,-71.0543582
42.3591005,-71.0543582
42.3508693,-71.0655022
42.3508693,-71.0655022
42.3508693,-71.0655022
42.3508693,-71.0655022
42.3508693,-71.0655022
42.3513782,-71.0657294
42.3513782,-71.0657294
42.3508693,-71.0655022
42.3508693,-71.0655022
42.3508693,-71.0655022
42.36399,-71.05357
42.3531087,-71.0472198
42.3531087,-71.0472198
42.3531087,-71.0472198
42.3699042,-71.0194476
42.3899163,-71.0123533
42.3899163,-71.0123533
42.34679,-71.08871
42.34679,-71.08871
42.34679,-71.08871
42.325865,-71.0620954
42.3653386,-71.0598524
42.3653386,-71.0598524
42.3653386,-71.0598524
42.3653386,-71.0598524
42.3653386,-71.0598524
42.3653386,-71.0598524
42.3350029,-71.0462284
42.3350029,-71.0462284
42.25553,-71.1211114
42.25553,-71.1211114
42.3648,-71.0608
42.3648,-71.0608
42.3648,-71.0608
42.3648,-71.0608
42.3648,-71.0608
42.3648,-71.0608
42.3648,-71.0608
42.32226,-71.06085
42.32226,-71.06085
42.32226,-71.06085
42.32226,-71.06085
42.2853857,-71.1558417
42.2853857,-71.1558417
42.2853857,-71.1558417
42.33899,-71.08051
42.3573878,-71.1446909
42.3573878,-71.1446909
42.3573878,-71.1446909
42.3438342,-71.0993781
42.3417599,-71.0873609
42.3417599,-71.0873609
42.3417599,-71.0873609
42.3417599,-71.0873609
42.3417599,-71.0873609
42.3417599,-71.0873609
42.3417599,-71.0873609
42.3417599,-71.0873609
42.3417599,-71.0873609
42.3417599,-71.0873609
42.3417599,-71.0873609
42.3417599,-71.0873609
42.3417599,-71.0873609
42.3417599,-71.0873609
42.3524,-71.12872
42.3531087,-71.0472198
42.3531087,-71.0472198
42.3531087,-71.0472198
42.3531087,-71.0472198
42.3531087,-71.0472198
42.3531087,-71.0472198
42.3531087,-71.0472198
42.3531087,-71.0472198
42.3531087,-71.0472198
42.3532313,-71.0475362
42.3532313,-71.0475362
42.3532313,-71.0475362
42.3532313,-71.0475362
42.3532313,-71.0475362
42.3532313,-71.0475362
42.3532313,-71.0475362
42.3414321,-71.0853954
42.35017,-71.05127
42.35017,-71.05127
42.35017,-71.05127
42.3444361,-71.0990841
42.3444361,-71.0990841
42.3512257,-71.0625628
42.3512257,-71.0625628
42.3512257,-71.0625628
42.3512257,-71.0625628
42.3512257,-71.0625628
42.3512257,-71.0625628
42.3512257,-71.0625628
42.3512257,-71.0625628
42.2746283,-71.1666215
42.3572865,-71.1430535
42.3572865,-71.1430535
42.2746283,-71.1666215
42.3546403,-71.0452526
42.3546403,-71.0452526
42.3546403,-71.0452526
42.341835,-71.085591
42.341835,-71.085591
42.3523262,-71.1216982
42.3512513,-71.0693751
42.3525,-71.06416
42.3525,-71.06416
42.3523262,-71.1216982
42.3523262,-71.1216982
42.3462517,-71.082812
42.36267,-71.13595
42.3462517,-71.082812
42.2996647,-71.0587894
42.33213,-71.09952
42.364563,-71.05416
42.364563,-71.05416
42.34413,-71.07777
42.34413,-71.07777
42.34413,-71.07777
42.3536916,-71.0482938
42.3536916,-71.0482938
42.3536916,-71.0482938
42.3536916,-71.0482938
42.3536916,-71.0482938
